source_id,status,result_sha256,provenance_sha256
9200298623441110000,complete,6031efd8d52babbb101de07281f77e9125864ae84f84cda2dfccfc75c4ac27d8,6b4151bfb959dd03cd9fae6a6f33e1c3b1a0380c7487c6a5d2128d0d6ab7a98f
9200298623441120000,complete,d4d5874c1585c744038304d81f43fcc0c078a6153bec3b2924931654733c8210,37dc61933c231c5b01f49f346e42e9fa82692cebc7bc4371db0826353be4524e
9200298623441130000,complete,ebd5e1f382ae8b5eee204c656bed1db1080ec40c6eb227930e2d28688debf0e3,87faf5d8845629af6163aa5726e3357287ad3fb919349d2879f3d0c1cbc7c89c
9200298623441210000,complete,8cb30397202de0cf74cb79deba431a5e422b0b1dd2b17d8d47b9e6d446e0b5ce,8cb0b561a4734ec4991659ee1b3a765d9064292d4c0d1d937a40a7b4bdb07a40
9200298623441220000,complete,d4f1710846ae10955a34df274bf6aded1a3e394455335d129ffc652e7479d0e3,6848aa24e098438d40ce21a9060667248cb18b5a90ae80511c9b2e3851fe285d
9200298623441220001,complete,924e47eda8e9f26fd3c11394acbb9eee11fb78d862419fb13f61279f725e13d2,3f1492dcef17698aad4d2bec9630d27f2b1466132750a53439231f45922448d3
9200298623441220100,complete,0e659929f4cf0aba153d12e4f8b382234dd2435d4c989498b4eff1847d4bc3d7,84e2863c195b9a1d19d0aede12ca44b3f3cd5ac0c45d11cad5a301aad741d110
9200298623441220200,complete,4d5c9954f5a9811b2f5c3ffaee505b54c25e2e7109b21a5a882085a42123007a,f41f630aaf3abf234cc22e8ad769a0a1f158dfd6cf6eb6f58d27e8ca259fb384
9200298623441220300,complete,5939e48687c9b942075714bec79461e8aadf5be123542ecf11d4ea8f0fc4c99a,09fc9bcbd4d0c9bf5a8ac81db8f95e4ed5d633ce4684448f3d5409648bdb926a
9200298623441221000,complete,e5682d6df306633b132971dbfe033843704399823b48dc95533608b816120b36,4fd999444094515b8fa118f7f99aac48855bd783b841b44529fc8b0d19f2dfa8
9200298623441222000,complete,7d6bf049fd023657a6e278b18bae941cc86dada1bec29a8ce9ffebbaf2d03c00,5befe003eb8b94004f52aef0a943d20956faa68b16b3706d87d48ff17d019266
9200298623441230000,complete,50bff9d43539f2e9858ab2ade2e31830374e7c9684487a3914eb1bc41c9ccb69,ab323b4d6430efbb2df4ed524e14b97def3bf935c1c829265fe629831d3b9e2e
9200298623441310000,complete,343ef5b4694093dc268a04c69cd0a6479c84e85a2a4c15d190a2a0b522d74710,b8c18e3c82518d34f5ff627c12196eda1f08baf94f16622fab279d79d907f7f1
9200298623441320000,complete,81f2a257bfa5c07503770908a74bcf6d0cd19438aedb6b92c893d3e5222fc0cd,8ea24d602beef7a0d5370b9668545f75fd2c15a75f39f637583c461a663f1113
9200298623441330000,complete,d77abbf93d8fadd740395c287c31d84036d511d23b440446cff8ac435759b580,94a3228bfe8e158fecffc44501a3d353c86549f22c4e6acca32885db95ea313a
