tic,period_s,published_amp_ppt,recovered_amp_ppt,amp_ratio,snr,spoc_snr4_limit_ppt,paper_fap_ppt,marginal_vs_paper_fap,marginal_vs_spoc_limit
631344957,313.44,6.44,2.906475024666712,0.45131599761905467,2.6129817473484165,4.44928484879946,6.23,True,True
631344957,363.14,7.94,4.7773735641819846,0.6016843279826176,4.294958607085857,4.44928484879946,6.23,True,False
201860926,486.05,4.49,2.7460157847515605,0.6115848072943342,3.115795369300185,3.525283864027723,4.4,True,True
201860926,520.42,7.53,7.024771402020567,0.9329045686614299,7.9707299303774,3.525283864027723,4.4,False,False
201860926,522.77,4.89,4.839419894668695,0.9896564201776473,5.49109811445316,3.525283864027723,4.4,True,True
201860926,525.06,5.89,2.611761599917117,0.4434230220572355,2.9634624622065076,3.525283864027723,4.4,True,False
201860926,880.74,7.31,4.75943873020263,0.651086009603643,5.400346654371095,3.525283864027723,4.4,False,False
201860926,893.74,6.82,0.5197896582902135,0.07621549241791986,0.5897847416988895,3.525283864027723,4.4,False,False
63281499,269.13,2.31,1.3861964447869348,0.6000850410333051,3.7739184949981195,1.4692383490784695,2.071,True,False
63281499,320.51,7.4,5.962990730554105,0.805809558182987,16.234236560171983,1.4692383490784695,2.071,False,False
63281499,383.7,2.73,2.329048885993394,0.8531314600708403,6.340833364318898,1.4692383490784695,2.071,True,False
733030384,275.49,7.35,3.6813850030173496,0.500868707893517,3.2285595447287574,4.56102475672523,5.91,True,False
733030384,411.28,6.26,5.4872154240493085,0.8765519846724136,4.812265415537078,4.56102475672523,5.91,True,True
65144290,278.172,7.272,0.9903090171047837,0.13618110796270402,4.376891795862592,0.905034040860601,4.87,True,False
159973152,922.33,6.43,6.429992210329212,0.9999987885426458,5.637542658168724,4.5622659376331205,5.444,True,True
159973152,977.55,7.27,7.262745253892348,0.9990020981970218,6.3676649745325635,4.5622659376331205,5.444,True,False
159973152,1023.48,6.07,6.064028753181215,0.9990162690578607,5.316681522802417,4.5622659376331205,5.444,True,True
55650407,126.84,1.8,0.0700359245452055,0.03890884696955861,1.034903014951502,0.2706956054176248,0.36,False,False
55650407,127.03,0.48,0.12586699829722345,0.26222291311921553,1.859904568499188,0.2706956054176248,0.36,True,False
55650407,153.26,0.41,0.03234661206353929,0.07889417576472997,0.4779776459781896,0.2706956054176248,0.36,True,False
55650407,199.52,0.59,0.036203213399548136,0.06136137864330193,0.5349656614291083,0.2706956054176248,0.36,False,False
55650407,200.08,4.42,0.14133914656280314,0.031977182480272204,2.088532561801251,0.2706956054176248,0.36,False,False
55650407,200.66,0.88,0.08779755026025084,0.09976994347755777,1.2973620332668232,0.2706956054176248,0.36,False,False
55650407,206.7,0.39,0.1486506791955145,0.3811555876808064,2.1965732168600027,0.2706956054176248,0.36,True,True
55650407,261.61,0.47,0.3821560622411918,0.8130980047684933,5.64702277529194,0.2706956054176248,0.36,True,False
55650407,262.46,7.19,0.8935738520311479,0.12428009068583419,13.204113168406362,0.2706956054176248,0.36,False,False
55650407,318.01,0.59,0.12727676312928954,0.21572332733777888,1.880736304276961,0.2706956054176248,0.36,False,False
55650407,320.76,1.59,0.15004246532272852,0.09436633039165315,2.217139285896355,0.2706956054176248,0.36,False,False
231277791,497.77,5.52,5.5146570562118296,0.9990320754006938,9.831692438557825,2.2436247230779953,2.8,False,False
231277791,500.65,3.64,3.6422700981503913,1.0006236533380195,6.49354602075095,2.2436247230779953,2.8,True,False
231277791,711.54,7.03,7.0121494743354855,0.9974608071600974,12.501465868526575,2.2436247230779953,2.8,False,False
231277791,717.44,3.33,3.3151839602029725,0.9955507387996914,5.910407255015306,2.2436247230779953,2.8,True,True
231277791,719.4,3.2,3.183795550003119,0.9949361093759747,5.676164141452886,2.2436247230779953,2.8,True,True
231277791,721.02,5.14,5.127024921027308,0.9974756655695153,9.140610492103367,2.2436247230779953,2.8,False,False
231277791,722.74,2.85,2.823251537947613,0.9906145747184607,5.03337569586849,2.2436247230779953,2.8,True,True
231277791,750.86,3.29,3.2738088972192347,0.9950786921639011,5.836642578493154,2.2436247230779953,2.8,True,True
231277791,762.96,3.2,3.226305210743514,1.008220378357348,5.751951612152668,2.2436247230779953,2.8,True,True
231277791,767.79,2.8,2.793657077325632,0.9977346704734401,4.980613822962435,2.2436247230779953,2.8,True,True
453210132,200.31,6.93,1.2274109280802343,0.17711557403755185,1.3947967210719503,3.519970787246835,5.85,True,False
114058447,319.91,2.92,2.5054771027195857,0.858040103671091,4.793662778729729,2.09065778580571,2.73,True,True
114058447,1401.0,3.28,3.1180888437644434,0.9506368426111108,5.965756547885288,2.09065778580571,2.73,True,False
114058447,1402.65,6.7,6.868112748377792,1.02509145498176,13.140577659353117,2.09065778580571,2.73,False,False
5624184,431.31,4.66,3.520191143276314,0.7554058247374064,4.174209675841875,3.3732767796973158,4.58,True,True
5624184,445.92,4.77,3.2853903332817693,0.6887610761597002,3.8957850752781304,3.3732767796973158,4.58,True,True
5624184,503.99,6.28,7.276933407734408,1.1587473579194916,8.628919454854064,3.3732767796973158,4.58,True,False
94748632,257.63,5.69,5.796379838940187,1.0186959295149711,7.700131727693491,3.011054898239484,3.86,True,False
94748632,306.97,6.28,6.22853274446488,0.9918045771440892,8.274220105527275,3.011054898239484,3.86,False,False
683837451,1036.28,6.11,6.369584207474517,1.042485140339528,6.648253748221213,3.832335195797088,5.69,True,False
